,City,Date,Officer-defined ethnicity,Type,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
1483,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1484,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1485,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1486,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1487,London,2020-07,Black,Person search,Mixed/Multiple ethnic groups - White and Black African,Male,18-24,False,A no further action disposal
1488,London,2020-07,Black,Person search,Mixed/Multiple ethnic groups - White and Black African,Male,18-24,False,A no further action disposal
1489,London,2020-07,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
1490,London,2020-07,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
1491,London,2020-07,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
1492,London,2020-07,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
1493,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
1494,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
1495,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1496,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1497,London,2020-07,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
1498,London,2020-07,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
1499,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,18-24,False,Arrest
1500,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,18-24,False,Arrest
1501,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1502,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1503,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1504,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1505,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,18-24,False,A no further action disposal
1506,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,18-24,False,A no further action disposal
1507,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
1508,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
1509,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,over 34,False,A no further action disposal
1510,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,over 34,False,A no further action disposal
1511,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1512,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1513,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1514,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1515,London,2020-07,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1516,London,2020-07,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1517,London,2020-07,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1518,London,2020-07,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1519,London,2020-07,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
1520,London,2020-07,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
1521,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1522,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1523,London,2020-07,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
1524,London,2020-07,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
1525,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,over 34,False,A no further action disposal
1526,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,over 34,False,A no further action disposal
1527,London,2020-07,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1528,London,2020-07,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1529,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1530,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1531,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1532,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1533,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1534,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1535,London,2020-07,White,Person search,White - Any other White background,Male,25-34,False,Khat or Cannabis warning
1536,London,2020-07,White,Person search,White - Any other White background,Male,25-34,False,Khat or Cannabis warning
1537,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
1538,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
1539,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,False,Arrest
1540,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,False,Arrest
1541,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,False,Arrest
1542,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,False,Arrest
1543,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
1544,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
1545,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1546,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1547,London,2020-07,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
1548,London,2020-07,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
1549,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1550,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1551,London,2020-07,Black,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Black African,Female,18-24,False,Arrest
1552,London,2020-07,Black,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Black African,Female,18-24,False,Arrest
1553,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,True,A no further action disposal
1554,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,True,A no further action disposal
1555,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,False,Arrest
1556,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,False,Arrest
1557,London,2020-07,White,Person search,White - Irish,Male,over 34,False,A no further action disposal
1558,London,2020-07,White,Person search,White - Irish,Male,over 34,False,A no further action disposal
1559,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
1560,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
1561,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1562,London,2020-07,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1563,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,A no further action disposal
1564,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,A no further action disposal
1565,London,2020-07,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1566,London,2020-07,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1567,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
1568,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
1569,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1570,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1571,London,2020-07,Black,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,25-34,False,Arrest
1572,London,2020-07,Black,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,25-34,False,Arrest
1573,London,2020-07,Asian,Person search,Asian/Asian British - Any other Asian background,Male,over 34,False,Arrest
1574,London,2020-07,Asian,Person search,Asian/Asian British - Any other Asian background,Male,over 34,False,Arrest
1575,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1576,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1577,London,2020-07,White,Person search,White - Irish,Male,over 34,False,A no further action disposal
1578,London,2020-07,White,Person search,White - Irish,Male,over 34,False,A no further action disposal
1579,London,2020-07,White,Person search,Other ethnic group - Any other ethnic group,Male,18-24,False,A no further action disposal
1580,London,2020-07,White,Person search,Other ethnic group - Any other ethnic group,Male,18-24,False,A no further action disposal
1581,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1582,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1583,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1584,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1585,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1586,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1587,London,2020-07,Other,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1588,London,2020-07,Other,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1589,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1590,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1591,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
1592,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
1593,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,False,Arrest
1594,London,2020-07,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,False,Arrest
1595,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1596,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1597,London,2020-07,Other,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1598,London,2020-07,Other,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1599,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,True,Arrest
1600,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,True,Arrest
1601,London,2020-07,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1602,London,2020-07,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1603,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
1604,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
1605,London,2020-07,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
1606,London,2020-07,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
1607,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
1608,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
1609,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1610,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1611,London,2020-07,White,Person search,Other ethnic group - Not stated,Female,25-34,False,A no further action disposal
1612,London,2020-07,White,Person search,Other ethnic group - Not stated,Female,25-34,False,A no further action disposal
1613,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1614,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1615,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
1616,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
1617,London,2020-07,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
1618,London,2020-07,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
1619,London,2020-07,Asian,Person search,Asian/Asian British - Chinese,Male,over 34,False,Khat or Cannabis warning
1620,London,2020-07,Asian,Person search,Asian/Asian British - Chinese,Male,over 34,False,Khat or Cannabis warning
1621,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1622,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1623,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1624,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1625,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,Arrest
1626,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,Arrest
1627,London,2020-07,White,Person search,Other ethnic group - Not stated,Female,18-24,True,Arrest
1628,London,2020-07,White,Person search,Other ethnic group - Not stated,Female,18-24,True,Arrest
1629,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
1630,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
1631,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Female,18-24,False,A no further action disposal
1632,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Female,18-24,False,A no further action disposal
1633,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1634,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1635,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1636,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1637,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1638,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1639,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1640,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1641,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1642,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1643,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1644,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1645,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1646,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1647,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1648,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1649,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1650,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1651,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,18-24,True,A no further action disposal
1652,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,18-24,True,A no further action disposal
1653,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
1654,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
1655,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1656,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1657,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1658,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1659,London,2020-07,Other,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
1660,London,2020-07,Other,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
1661,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1662,London,2020-07,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1663,London,2020-07,White,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
1664,London,2020-07,White,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
1665,London,2020-07,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
1666,London,2020-07,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
1667,London,2020-07,Other,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1668,London,2020-07,Other,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1669,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
1670,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
1671,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1672,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1673,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1674,London,2020-07,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1675,London,2020-07,Asian,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,18-24,False,Arrest
1676,London,2020-07,Asian,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,18-24,False,Arrest
1677,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1678,London,2020-07,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
1679,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,18-24,False,Arrest
1680,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,18-24,False,Arrest
1681,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1682,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1683,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
1684,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
1685,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1686,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1687,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1688,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1689,London,2020-07,White,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,over 34,False,A no further action disposal
1690,London,2020-07,White,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,over 34,False,A no further action disposal
1691,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1692,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1693,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,over 34,False,Arrest
1694,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,over 34,False,Arrest
1695,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
1696,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
1697,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,Arrest
1698,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,Arrest
1699,London,2020-07,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1700,London,2020-07,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1701,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
1702,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
1703,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
1704,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
1705,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1706,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
1707,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1708,London,2020-07,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1709,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,10-17,False,A no further action disposal
1710,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,10-17,False,A no further action disposal
1711,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1712,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
1713,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1714,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1715,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Khat or Cannabis warning
1716,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Khat or Cannabis warning
1717,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1718,London,2020-07,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1719,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
1720,London,2020-07,Asian,Person search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
1721,London,2020-07,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
1722,London,2020-07,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
1723,London,2020-07,Other,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1724,London,2020-07,Other,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1725,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,False,Arrest
1726,London,2020-07,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,False,Arrest
1727,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,25-34,False,A no further action disposal
1728,London,2020-07,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,25-34,False,A no further action disposal
1729,London,2020-07,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,Arrest
1730,London,2020-07,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,Arrest
1731,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1732,London,2020-07,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1733,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - African,Female,18-24,False,A no further action disposal
1734,London,2020-07,Black,Person search,Black/African/Caribbean/Black British - African,Female,18-24,False,A no further action disposal
1735,London,2020-08,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
1736,London,2020-08,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1737,London,2020-08,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1738,London,2020-08,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1739,London,2020-08,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1740,London,2020-08,Black,Person search,Black/African/Caribbean/Black British - African,Female,18-24,False,A no further action disposal
1741,London,2020-08,Black,Person search,Black/African/Caribbean/Black British - African,Female,18-24,False,A no further action disposal
1742,London,2020-08,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1743,London,2020-08,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,over 34,False,Arrest
1744,London,2020-08,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
1745,London,2020-08,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
1746,London,2020-08,Other,Person search,Mixed/Multiple ethnic groups - White and Asian,Female,18-24,False,Khat or Cannabis warning
1747,London,2020-08,White,Person search,White - Any other White background,Male,over 34,False,Arrest
1748,London,2020-08,Asian,Person search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
1749,London,2020-08,Asian,Person search,Asian/Asian British - Bangladeshi,Male,over 34,False,A no further action disposal
1750,London,2020-08,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
1751,London,2020-08,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
1752,London,2020-08,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1753,London,2020-08,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1754,London,2020-08,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
