,City,Date,Officer-defined ethnicity,Type,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
758,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
759,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
760,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,25-34,False,A no further action disposal
761,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
762,London,2020-04,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
763,London,2020-04,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
764,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,True,A no further action disposal
765,London,2020-04,White,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,18-24,False,A no further action disposal
766,London,2020-04,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
767,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
768,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,Penalty Notice for Disorder
769,London,2020-04,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,True,Penalty Notice for Disorder
770,London,2020-04,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
771,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
772,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
773,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
774,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,25-34,False,A no further action disposal
775,London,2020-04,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,True,A no further action disposal
776,London,2020-04,Black,Person search,Other ethnic group - Not stated,Female,over 34,False,Arrest
777,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,25-34,True,A no further action disposal
778,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,25-34,True,A no further action disposal
779,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
780,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,25-34,True,A no further action disposal
781,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
782,London,2020-04,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
783,London,2020-04,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,Penalty Notice for Disorder
784,London,2020-04,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
785,London,2020-04,Asian,Person search,Asian/Asian British - Bangladeshi,Male,under 10,False,A no further action disposal
786,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
787,London,2020-04,Black,Person search,Black/African/Caribbean/Black British - African,Male,under 10,False,A no further action disposal
788,London,2020-04,Asian,Person search,Asian/Asian British - Indian,Male,25-34,False,A no further action disposal
789,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
790,London,2020-04,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,True,A no further action disposal
791,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
792,London,2020-04,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,True,A no further action disposal
793,London,2020-04,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
794,London,2020-04,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
795,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
796,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
797,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
798,London,2020-04,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
799,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
800,London,2020-04,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,Arrest
801,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
802,London,2020-04,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
803,London,2020-04,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
804,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
805,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
806,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
807,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
808,London,2020-04,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
809,London,2020-04,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
810,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
811,London,2020-04,Asian,Person search,Asian/Asian British - Indian,Male,25-34,False,A no further action disposal
812,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
813,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
814,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
815,London,2020-04,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
816,London,2020-04,Black,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Black African,Male,25-34,False,Arrest
817,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
818,London,2020-04,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
819,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,True,A no further action disposal
820,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
821,London,2020-04,Asian,Person search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
822,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
823,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
824,London,2020-04,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
825,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
826,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,True,Arrest
827,London,2020-04,Black,Person search,Other ethnic group - Any other ethnic group,Male,18-24,False,A no further action disposal
828,London,2020-04,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,Arrest
829,London,2020-04,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
830,London,2020-04,White,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,25-34,False,A no further action disposal
831,London,2020-04,Asian,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Asian,Male,18-24,False,Summons / charged by post
832,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
833,London,2020-04,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
834,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
835,London,2020-04,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
836,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,Arrest
837,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,Arrest
838,London,2020-04,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,False,Arrest
839,London,2020-04,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,25-34,True,Arrest
840,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
841,London,2020-04,White,Person search,Other ethnic group - Not stated,Female,25-34,False,A no further action disposal
842,London,2020-04,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
843,London,2020-04,White,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,Arrest
844,London,2020-04,White,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
845,London,2020-04,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
846,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
847,London,2020-04,Black,Person search,Mixed/Multiple ethnic groups - White and Black Caribbean,Female,25-34,False,A no further action disposal
848,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,18-24,False,Arrest
849,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
850,London,2020-04,White,Person and Vehicle search,White - Any other White background,Male,over 34,False,A no further action disposal
851,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
852,London,2020-04,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,Caution (simple or conditional)
853,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,Penalty Notice for Disorder
854,London,2020-04,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
855,London,2020-04,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
856,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,True,A no further action disposal
857,London,2020-04,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
858,London,2020-04,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
859,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
860,London,2020-04,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,25-34,False,Arrest
861,London,2020-04,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
862,London,2020-04,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
863,London,2020-04,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
864,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
865,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
866,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
867,London,2020-05,Asian,Person search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
868,London,2020-05,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
869,London,2020-05,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
870,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
871,London,2020-05,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
872,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
873,London,2020-05,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
874,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
875,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
876,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
877,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
878,London,2020-05,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
879,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
880,London,2020-05,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
881,London,2020-05,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
882,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
883,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
884,London,2020-05,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
885,London,2020-05,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
886,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
887,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Indian,Male,25-34,True,Khat or Cannabis warning
888,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
889,London,2020-05,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
890,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
891,London,2020-05,Asian,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,18-24,False,A no further action disposal
892,London,2020-05,Other,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
893,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
894,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,18-24,False,A no further action disposal
895,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,Arrest
896,London,2020-05,White,Person search,White - Any other White background,Female,over 34,False,A no further action disposal
897,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,False,Arrest
898,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,Arrest
899,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
900,London,2020-05,Other,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
901,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,Arrest
902,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
903,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Pakistani,Male,18-24,False,A no further action disposal
904,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,False,A no further action disposal
905,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
906,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
907,London,2020-05,Black,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
908,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
909,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Indian,Male,25-34,False,A no further action disposal
910,London,2020-05,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
911,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Any other ethnic group,Male,18-24,False,A no further action disposal
912,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
913,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
914,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
915,London,2020-05,Asian,Person search,Asian/Asian British - Bangladeshi,Male,over 34,False,A no further action disposal
916,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Indian,Male,25-34,False,A no further action disposal
917,London,2020-05,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,Khat or Cannabis warning
918,London,2020-05,Asian,Person search,Other ethnic group - Not stated,Male,25-34,True,A no further action disposal
919,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
920,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
921,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,25-34,False,Arrest
922,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
923,London,2020-05,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,True,A no further action disposal
924,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
925,London,2020-05,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
926,London,2020-05,White,Person search,White - Any other White background,Male,25-34,False,Arrest
927,London,2020-05,White,Person search,White - Any other White background,Male,25-34,False,Arrest
928,London,2020-05,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
929,London,2020-05,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
930,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
931,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
932,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
933,London,2020-05,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
934,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,True,A no further action disposal
935,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
936,London,2020-05,White,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
937,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
938,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
939,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
940,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
941,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,Khat or Cannabis warning
942,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
943,London,2020-05,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,Khat or Cannabis warning
944,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
945,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
946,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
947,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,Arrest
948,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
949,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,True,A no further action disposal
950,London,2020-05,White,Person search,White - Any other White background,Male,18-24,False,Khat or Cannabis warning
951,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
952,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,True,A no further action disposal
953,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,True,Arrest
954,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
955,London,2020-05,Other,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
956,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
957,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
958,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,Arrest
959,London,2020-05,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
960,London,2020-05,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
961,London,2020-05,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
962,London,2020-05,Asian,Person search,Asian/Asian British - Indian,Male,18-24,False,A no further action disposal
963,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Pakistani,Male,18-24,False,A no further action disposal
964,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Female,25-34,False,A no further action disposal
965,London,2020-05,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
966,London,2020-05,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
967,London,2020-05,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
968,London,2020-05,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
969,London,2020-05,White,Person search,White - Any other White background,Male,over 34,False,Arrest
970,London,2020-05,White,Person search,White - Any other White background,Male,25-34,False,Khat or Cannabis warning
971,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
972,London,2020-05,White,Person search,White - Any other White background,Male,over 34,False,Arrest
973,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
974,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,A no further action disposal
975,London,2020-05,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
976,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
977,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
978,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
979,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
980,London,2020-05,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
981,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,10-17,False,A no further action disposal
982,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,Arrest
983,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
984,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
985,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
986,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
987,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
988,London,2020-05,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
989,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
990,London,2020-05,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
991,London,2020-05,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
992,London,2020-05,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
993,London,2020-05,Asian,Person and Vehicle search,Asian/Asian British - Pakistani,Male,25-34,False,A no further action disposal
994,London,2020-05,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
995,London,2020-05,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
996,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,Arrest
997,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
998,London,2020-05,Black,Person search,Black/African/Caribbean/Black British - African,Male,10-17,False,A no further action disposal
999,London,2020-05,Other,Person and Vehicle search,Other ethnic group - Any other ethnic group,Male,25-34,False,A no further action disposal
1000,London,2020-05,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
1001,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
1002,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1003,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,A no further action disposal
1004,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,True,A no further action disposal
1005,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
1006,London,2020-05,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
1007,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
1008,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
1009,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
1010,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,True,A no further action disposal
1011,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,Arrest
1012,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
1013,London,2020-05,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
1014,London,2020-05,White,Person and Vehicle search,Other ethnic group - Any other ethnic group,Male,18-24,False,A no further action disposal
1015,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1016,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
1017,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,25-34,False,A no further action disposal
1018,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,Summons / charged by post
1019,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1020,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
1021,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1022,London,2020-05,White,Person search,Other ethnic group - Not stated,Female,25-34,False,Penalty Notice for Disorder
1023,London,2020-05,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1024,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1025,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
1026,London,2020-05,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
1027,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Female,10-17,False,A no further action disposal
1028,London,2020-05,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,A no further action disposal
1029,London,2020-05,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
1030,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,10-17,False,Arrest
1031,London,2020-05,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Female,18-24,True,A no further action disposal
1032,London,2020-05,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
